username,date,rating,review,likes,dislikes
park****,2017.09.06. 13:33,10,개봉 전부터 원작이나 배우들만으로 기대했던 영화인데 역시나 재미있네요,15,2
euge****,2017.09.06. 12:58,10,원작보고 봐도 재밌어요! 연기력 다들 좋으시고 설현도 나쁘지 않았어요강추,15,2
inot****,2017.09.06. 13:38,8,몰입감 정말 높고 배우분들 연기도 너무 좋았어요. 원작도 궁금해지네요.,16,3
tijj****,2017.09.06. 13:14,10,평론가와 관람객의 시선의 차이 인가 ..보고 나니 평론가 평을 이해 할수 없다.,16,3
ktmk****,2017.09.06. 12:18,10,처음부터 긴장감 넘치고 초중반엔 그래도 웃음코드가 좀 있어서 계속 웃었음ㅋㅋ병수의 웃음코드 너무 웃겼고 마지막에 소름끼쳐서 혼란스러움.,16,3
reyo****,2017.09.06. 12:16,10,사실 기대 안하고 봤는데 너무 재밌었어요!  친구들이랑 봤는데 다들 좋아하네요 흘려본 장면이 있어서 한번 더 보고 싶네요 강추!,16,3
syou****,2017.09.06. 15:47,10,무언가 자꾸 생각하게 만드는 영화였어요,17,4
smtt****,2017.09.06. 10:24,10,여운이 강렬하게  남는다,17,4
kca1****,2017.09.09. 10:02,7,책보고 영화봤는데 결말도 구리고 좀 아쉽다 김남길 연기만 빛났다,19,6
roma****,2017.09.09. 10:04,7,결말이 이상해요 김남길 소름연기만 기억나네요,21,8
4577****,2017.09.06. 14:50,8,설현인줄 모르고 봤는데 검색해보니 쟈가 설현이구만.. 이쁘네. 영화는 지루하지 않게 볼만함.,22,9
bgm2****,2017.09.09. 06:45,1,설경구 왜케 빠냐 금새 잊었냐,32,19
limr****,2017.09.08. 01:18,1,뒤가 구리고 기분이 더러웠다는 말로도 표현을 못하는 영화. 지금은 칭찬밖에 없지만 이 영화가 뜬다면 이런 댓글은 흔한 댓글이 될 것이다,41,28
gym0****,2017.09.07. 07:14,1,너무 비슷비슷한 그래서 식상한 영화,44,31
poin****,2017.09.07. 14:06,1,진짜 돈 시간 다 아깝다 보고난 사람들은 왜 내가 이 댓글을 달았는지 알거다 10노잼,48,35
ptcj****,2017.09.06. 13:47,10,시간가는줄 몰랐네잼있음,13,1
hgjk****,2017.09.06. 08:30,10,최고의 스릴러!! 원신연감독의 연출에 설경구 연기까지!!,25,13
7254****,2017.09.07. 02:12,1,그다지잘글쎄....,40,28
ehdg****,2017.09.06. 12:21,1,알바좀 풀지마 사람낚네,47,35
htwo****,2017.09.09. 09:45,1,막무가내 결말. 생략되어 이어지지 않은 스토리.설경구 연기 덕에 그나마 1점.김남길 설현 연기 지망생들인가 ....,50,38
hong****,2017.09.07. 14:57,10,긴장감 잘 고조시키다가 가장 클라이막스여야하는 씬에서 맥없이 풀린게 아쉬워요. 마지막 도구는 ㄷㄹㅁ였으면 더 좋았을텐데. 설현씨는 너무 잘 한것같네요. 기대하지않아서 더 인상적이었습니다.,11,0
chjn****,2017.09.06. 20:25,10,배우들 연기 장난아니구 몰입해서 잘 봤습니다,11,0
lust****,2017.09.08. 23:23,9,"첨에 0점 준 사람들이 10점이 전부 알바들이라고 해서, 반신반의 하면서도 김남길+설경구 연기만이라도 보려고 갔는데 왠걸.. 완전 몰입해서 재밌게 봤음. 두 배우는 진심 와.. 넋놓게 만들더라. 설현도 몰입에 전혀 방해되지 않게 연기 잘해서 놀랐음",12,1
sjm7****,2017.09.08. 13:57,10,은근 무게감있고 연기도 상당히 대단하네요,12,1
c791****,2017.09.06. 22:52,10,설경구 박력..김남길 섬뜩..,12,1
mara****,2017.09.06. 13:36,9,잘 만든 영화네요. 오늘 보고 왔어요. 연기력들 좋아요.,12,1
shin****,2017.09.07. 18:06,10,처음부터 긴장하면서 본 영화~ 끝까지 몰입하면서 보았습니다 옛날 기준으로 별 4개 반^^,14,3
egod****,2017.09.06. 21:32,9,"압도적으로 훌륭한 설경구와 김남길의 연기. 연출과 스토리 뿐 아니라 미장센과 색감도 좋다. 다만 설현이 연기한 ""은희""의 캐릭터는 아쉽다. '지켜야 할 대상 - 죽일 대상' 이라는 틀을 벗어나지 못하고 대상이 되어 버렸다.",16,5
hist****,2017.09.06. 02:13,10,장난아니네 설경구 연기하나는 인정한다,21,10
k257****,2017.09.06. 08:11,10,설경구 연기의 정점을 보다. ㄷㄷ,24,13
slay****,2017.09.06. 02:31,10,설경구 간만에 히트영화 나오겠당영화 종말 잘봤습니다.,24,13
carh****,2017.09.11. 15:32,1,시간가는 줄 알고 봤습니다,27,16
woke****,2017.09.08. 22:13,1,이거 알바로 평점 남기는 사람들 얼마씩 받는지 궁금하네요.,30,19
rhax****,2017.09.09. 22:44,1,쓸데없이 런닝타임만 길고 너무 왓다갓다하고 또 결말은 감독이 살인의 추억 광팬인지 ㅋㅋ왜인지도 모르겟는 마지막 결말장면 도대체 뭘 말하고 싶엇던겁니까..예?! 이탄있다고 스포한거면 그러려니 하겟지만 그게 아니면 정말 너무 난잡한 영화 ㅋㅋ,31,20
chhr****,2019.12.05. 22:22,8,김남길 개빡치는데 존나 섹시하네...신부님의 과거,10,0
bbag****,2017.09.06. 20:28,10,맡는역할마다 많은준비를 하는 설경구~~ 역시나 멋지네요,10,0
asfa****,2017.09.08. 20:16,10,스토리 좋고 배우님들 연기도 좋습니다 강추입니다,11,1
jett****,2017.09.08. 13:55,10,진짜 연기 다들 엄청잘해요 진짜 설경구 김남길 김설현 오달수 그외에 다른 배역분들도 연기가 너무 좋았구요 연출도 장난이아니었어요 스토리도 너무재밌고 몰입감있게봤던것같습니다,11,1
gkst****,2017.09.08. 11:53,10,진짜 설현 존예다 보면서 감탄하면서 봤다 연기도 많이늘었고,11,1
tany****,2017.09.06. 22:47,10,설경구의 연기가 너무 슬펐다. 확실히 배우가 나이가 드니 깊이가 더한다. 그리고 설현 생각보다 훨씬 좋았다. 진짜 앞으로가 기대됨.,11,1
nesk****,2017.09.06. 22:37,9,오랫만에 설경구 영화 흥행하겠네300만 돌파 못하더라도 손익분기점은 돌파한다,11,1
wlst****,2017.09.06. 22:04,10,설경구 연기대박 최고의 중년배우같아요,11,1
rshe****,2017.09.06. 22:00,10,오랜만에 영화다운 영화를 본 느낌!,11,1
lsw0****,2017.09.07. 20:34,1,집중이 계속 끊겨 스토리가 영 별로였으,25,15
will****,2017.09.08. 01:22,1,"재미없는데 쓸때없이 길기까지함. 뒤1/3 한숨,하품만 하다가 나옴. 나중에 케이블에서 해주면 시간때우기로 볼만한영회",31,21
qksk****,2017.09.08. 10:59,1,내가 진짜 감명깊은 영화아니면 평점 귀찮아서 잘 안 쓰는데너무 쓰x기 같은 영화라서 보지말라고 평점 쓴다.,32,22
tmxk****,2017.09.07. 13:08,1,진짜 개노잼임 영화에 개연성과 의미는 없고 남는게 배우들의 연기와 폭력투성이밖에 없음 은근슬쩍 여배우 노출 보여주려는것도 더럽고 역겨움 중간에 뛰쳐나갈뻔했는데 남자친구때문에 참음 ㅋㅋ 근데 끝나고 남친도 핵 재미없다더라,34,24
yoo2****,2017.09.06. 21:53,10,원작 소설보다 훨씬 재밌게 봤다. 설경구 연기는 말할 것도 없이 최고고!,10,1
sgr2****,2017.11.06. 10:24,10,감독판봤는데 반전쩌네요...설경구 김남길 연기쩝니다.,11,2
assa****,2017.09.08. 19:21,10,설경구 진짜소름김남길은  이쁘게웃으면서  ㅎㄷㄷ김설현 연기잘하네,11,2
endy****,2017.09.08. 13:56,10,설현 연기 진짜 생각보다 잘함 볼만하다,11,2
hoya****,2017.09.08. 13:55,10,설경구랑 김남길 심리전이네 흥미진진해서 재밌었다,11,2
hsk1****,2017.09.08. 13:52,10,김남길의 섬뜩함이 젤 인상적이었다 난 ㅋㅋ,11,2
qorw****,2017.09.08. 09:41,10,명불허전의 김남길이 맞나 싶을 정도로 소름돋게 연기한다,11,2
sd40****,2017.09.06. 20:25,10,설경구 역시 연기갑!!설현도 의외의 매력 좋네요^^,11,2
edod****,2017.09.06. 14:35,10,배우들의 수준급 연기력에 원작소설을 영화화하면서 각색이 멋지게 어우러졌다. 스케일은 크지 않지만 간만에 웰메이드 한국영화가 나왔다.,12,3
yu04****,2017.09.25. 10:56,1,진짜 재미없네여... 평점알바에 속지 마세요,14,5
rlaf****,2017.09.06. 20:30,7,요새 드라마 명불허전보고 겁나 재밌어서 김남길 팬되서 영화도 봤는데 와우..진짜 명불허전에서 바보 연기랑은 완전 다름...김남길 연기 짱먹어라!!,14,5
pyc0****,2017.09.06. 16:39,10,제가 원래 평점 진짜 잘 안적는 스타일인데..진짜 재밌습니다 아 ..김남길 너무 잘생겻어요 ㅠㅠ,14,5
loda****,2017.09.25. 12:12,1,다 알바다 진짜 속지말자 영화 지루하다고 잘 못느끼는 사람인데 너무 지루하고 별로다.,15,6
hell****,2017.09.25. 09:24,1,매번 같은 톤 느낌 설경구는 끝났다,15,6
drjo****,2017.10.02. 14:29,1,알바들 엄청 많네ㅋ되게 있어보이고 싶어하는 영화.이야기 전개도 문제지만 배우들 연기하는것만 잔뜩 찍어놓음.연기잔치하는줄ㅋ너무 돈아까워서 태어나서 처음으로 리뷰 남김. 하도 베베 꼬아서 꽈베긴줄 암내용도 없고 영화 보고나면 내가 치매 걸린 느낌남ㅋㅋ,16,7
wlgh****,2017.09.18. 15:19,1,진짜로 알바가 존재한다는걸 알았다 넘하다 ..정직하게살자매번 속아서 영화보네..너무 비양심 아니냐,17,8
tige****,2017.09.07. 20:22,1,알바천국이가 보는내내 진짜 나가고싶었음 욕하려고 리뷰쓰는거 처음인데 진짜 절대 비추... 진심이다,25,16
lake****,2017.09.07. 09:43,1,"설배우 알바단들때문에, 무조건 별점 1이다...제발 알바단 풀지 말라~!",30,21
wann****,2020.03.09. 16:56,10,와 설경구와 김남길 두명 연기는 진짜... 간만에 좋은 한국 스릴러 영화였다.,8,0
jks0****,2020.02.05. 04:47,10,김남길의 연기는 실로 대박임ㅡ남길씨 연기가 다한 영화다ㅡ,8,0
sury****,2019.06.23. 21:29,10,설경구와 김남길 연기가 최고다,8,0
kims****,2017.09.11. 12:45,10,"설경구연기 너무잘해서 징그러울 정도, 명불허전 김남길이 무서워질정도의 선과 악의 완변학 연기, 전혀 어색하지않고 오히려 놀랐던 설현의 연기력까지 잔인하고 눈살찌푸리는 살인극이아니라 중간중간 재미까지.. 시간가는줄 모르고 봤습니다^^",8,0
shiz****,2018.11.18. 15:59,8,설현 연기잘하네  가수보다  배우쪽가도되겠다 근데 설현은 왜 맨날주터지는 역만하냐ㅜㅜ,10,2
dust****,2017.09.24. 12:13,1,ㅋㅋㅋ 참나 네이버 평점 다시는 안믿는다 이딴게 평점 8점대라니 진짜 대단하다,10,2
love****,2017.09.23. 23:03,1,별로든데  지루하기만하구 재미없엇음,10,2
mini****,2017.09.06. 16:49,10,설경구 민태주 아니 김남길 인생영화,10,2
kjb0****,2017.10.02. 14:12,1,뭔 내용인지도 모르겠고 아침드라마 버금가는 막장,11,3
ghdl****,2017.09.24. 14:57,1,아니..정말 이게 재밌으시다고요...? 하..한숨만 나오네요 ㅠㅠ,11,3
pme0****,2017.09.06. 22:09,8,살아있네 설경구!설현도 기대이상,11,3
hatc****,2017.09.07. 18:09,8,설경구는 물론 김남길도 훌륭했다.설현은 걱정했지만 이정도면 정말 무난하게 잘했음. 중간중간 결말이 궁금해지는 쫄깃함이 살아있지만 살짝씩 지루해 지는부분도 있었음. 결론적으로 잘만든 괜찮은 영화,13,5
th3k****,2017.09.07. 00:42,9,지금 보고 나와서 바로 작성중...사람마다 다르겠지만 전 눈물 많은 편이라 울었고설경구는 진짜 미친 연기자!!! 뭐라 할 말이 없고 설현도 나름 선방.그리고 김남길은 섬뜩하면서도 섹시해요♡,13,5
floj****,2017.09.07. 00:36,10,설경구와 김남길.. 둘의 연기는 정말 하.. 영화속 캐릭터와완벽하게 혼연일체가 되었다고해도 과언이 아닐정도로 저도모르게 몰입해서  손에 땀이날정도로 긴장하고 잘봤습니다^^,13,5
onch****,2017.09.22. 15:28,1,최악이다요 정말 최악입니다.,16,8
dooj****,2017.09.21. 20:17,1,처음으로 평점 남겨봄 팝콘값아까움,16,8
heey****,2017.09.17. 21:14,1,본 영화중에 최악입니다,16,8
nonn****,2017.09.16. 17:42,1,메멘토 같은 엔딩을 원했으나 결국엔 한국대중 영화 엔딩..,16,8
jjwj****,2017.09.06. 09:41,8,생각보다 이야기 흐름을 푸는게 조금 아쉬웠지만 연기력만큼은 괜찮았다. 우려했던 설현연기도 괜찮음. 추천합니다,16,8
hjyh****,2017.09.17. 06:30,1,기승전 치매 개연성 씹애바 한국 영화 특유의 엔딩 반전 말도 안되는 연출을 기승전 치매로 감독 입맛대로 만든 영화 한국영화의 한계를 느껴보고 싶다면추천. 이영화를 예매한어제의 내손가락을 자르고 싶은 영화. 말도 안되는 부분이 기승전 치매로 쉽게마무됨,17,9
dbsc****,2017.09.06. 06:45,10,내용에 한번 지리고 설경구 형님 연기에 두번 지리고 결말에 싸버렸다...,17,9
rhtj****,2017.09.17. 10:11,1,이 영화를 봤다는 기억을 지우고싶네요,18,10
soso****,2017.09.11. 21:31,1,평이 좋아 봤는데.. 알바글들 아닌지 의심이.. 좀 지루하고 뻔하고.. 별로였어요,18,10
aac6****,2017.09.13. 14:10,1,내가 보다가 치매올 것 같은 영화 10점 눌럿는데 1점 눌린건가 아니면 이게 10점인건가 그래서 김남길 어케된건가,19,11
kyki****,2017.09.09. 07:35,3,그냥 그랬음. 연출이 아쉽다. 소설은 좋았는데.,19,11
78mi****,2017.09.09. 04:54,3,네이버는 망했네.. 제대로된 정보는 전혀 없고 전부 광고 댓글부대들... 언제나,20,12
dldb****,2017.09.09. 07:44,1,설경구 연기 김남길 연기는 괜찮아서 볼만은 했는데 굳이 안넣어도되는 설현 몸매 부각되는 장면이 흐름을 깨더라구요 평점을 맞추기 위해 1점 드립니다,21,13
wysh****,2017.09.12. 20:28,1,이게뭐지???...뭐야??....뭐하자는거고??...아 답답해...이말되풀이 하다가 내가 허파가 디비져가 죽게씀,22,14
sofu****,2017.09.07. 14:11,1,이거 도대체 평점 왜 높냐 개발암에 처음부터 끝까지 노잼이었다 아휴 ㅅ . ㅂ,23,15
suji****,2020.01.18. 13:52,10,김남길 소름 돋는 연기!!! 보는내내 긴장하면서 봤어요,7,0
p831****,2019.07.26. 16:08,10,김남길 연기 ㄹㅇ 미쳤다,7,0
iamy****,2019.05.29. 09:39,10,김남길은 그 잘생긴 얼굴과 피지컬에 이런 연기까지 잘하다니..앞으로 좋은 작품에서 더 많은 연기 보고 싶음,7,0
qlah****,2017.09.11. 13:33,10,설경구 특수분장 안 한 거라는 거에 놀랐음 힘들게 체중감량까지 해가면서 최대한 자연스럽게 연기한 거 정말 대단한 거 같음 영화 추천함 배우들 연기력이 좋아서 재밌음,7,0
ansz****,2017.09.10. 08:52,10,계속 집중해서 보게되고 ㅇㅇ괜찮,7,0
hunn****,2017.09.09. 18:34,10,진짜 재밌다. 연기 미침 작가 미침 반전 미침 스릴러 끝,7,0
ellc****,2017.09.08. 23:16,9,배우들 연기가 너무 좋았다. 김남길이 기대이상의 연기를 보여줬고 그 연기가 이 영화를 흥미롭게 끌어가는 느낌이었다. 잔인한 영화일줄 알았지만 잔인하지 않고 중간중간 웃기기도 했다.클라이막스에 가서는 긴장감 넘쳤고 마지막 장면으로 여운을 남겨 좋았다,7,0
kp88****,2017.09.08. 23:12,10,와 대박 재밌음!!!! 설경구 김남길 연기 대박bb,7,0
jung****,2019.08.14. 04:07,10,김남길은 자신이 어떤 옷을 입어야 빛이 나는지 정확히 아는 배우다.,8,1
brug****,2018.11.18. 15:40,9,간만에 본 훌룡한 스릴러,8,1
lkh8****,2017.09.24. 08:58,1,"안보는게 이익입니다.보면 후회함요즘나오는 크리미널마인드같은 드라마보다못한영화,,,스토리 연기 다빵점임ㅡㅡ",8,1
kell****,2017.09.06. 23:00,10,배우들 연기가 정말 대단해요! 잘봤습니당,8,1
cxz8****,2017.09.06. 22:37,10,경구형. 해외가서 상받는다 연기짱,8,1
dkm3****,2017.09.06. 21:50,10,책도 재밌게 읽었는데 개인적으로 책보다 영화가 더 재미있었다 정말 기대 이상으로 잘봤다. 좋은 작품이라고 생각하고 이 영화로 설경구는 큰상을 받게 될 거라 생각한다 훌륭했다. 다른 분들 연기도 거슬림 없이 좋았다 의외의 유머코드도 굿굿!,8,1
hana****,2017.09.06. 21:48,10,너무 재밌게 봤습니다 배우분들 연기가 너무 좋았어요,8,1
syuj****,2017.09.06. 20:29,10,오랜만에 스릴러다운 스릴러를 봤네요. 연기들 지립니다.,8,1
nadi****,2017.09.06. 20:25,9,방금 보고 나왔는데 원작 읽고 봐서 반전을 미리 알아서 재미없을까봐 걱정했는데 내용이 완전 다르네요 중간중간 개그도 있고 꿀잼이에요 근데 인간 설경구가 싫어서 별 하나 뺌,8,1
lee5****,2017.09.06. 20:23,10,"반전을 살짝 예상하긴 했지만 예상되는 반전을 만들어가는 능력이 좋았습니다, 연기력은 뭐 말할필요 없을듯",8,1
qnsv****,2017.09.06. 20:23,10,설경구 연기 대박임 진짜.. 내용자체는 책이 더 재밌었지만 영화가 배우들 연기가 대박이어서 그런가 몰입이 굉장히 잘됐음 시간가는줄도 모르고봄ㅇㅇ 제발 흥했으면ㅠㅜ,8,1
was5****,2017.09.06. 20:16,10,시사회에서도 보고 오늘도 또 보고 왔습니다. 소설도 소설대로 재밌고 영화도 영화대로 재밌어서 좋았고 영상미랑 OST도 좋은 영화인것같아요.,8,1
kots****,2017.09.06. 20:15,10,"큰재미. 심리적으로 볼거를 잘살리고, 살인자들끼리의 신경전",8,1
grea****,2018.11.25. 12:59,10,이건 감독판도 봐야함,9,2
dndb****,2017.09.09. 15:26,10,미쳤다 설경구 연기ㄹ에 지려따..,9,2
sooo****,2017.09.08. 19:54,10,설경구 연기갑  김남길 연기신,9,2
soph****,2017.09.08. 15:04,10,김남길의 연기를 정말... 최고!!!,9,2
sfhd****,2017.09.08. 07:23,10,진짜 근래 봤던 영화중에 정말 재밌었고 엔딩 때문에 너무 흥미진진해졌어요ㅠㅠㅠ배우분들의 연기는 말할것도 없고!김남길씨 연기에 빠져버렸씀다...,9,2
shu0****,2017.09.07. 18:12,10,어제봤고 오늘 한번 더 보러간다. 올해본 영화중에 제일 재미있는듯,9,2
yaks****,2017.09.07. 18:05,10,소오름 돋는 연기가 압권이네요,9,2
c_yo****,2017.09.07. 17:51,9,오늘 3시영화로 혼자보고왔는데. 설경구 김남길 연기 정말좋았습니다. 약 2시간동안 몰입감있게 잘봤고 설현연기. 기대이상이였습니다 좀 걱정됬었는데 영화에 맞게 잘연기해준 것같아요  돈이아깝지 않은 영화였습니다 영화관 나오면서 멍해지는 영화였습니다 !,9,2
hsc2****,2017.09.06. 22:32,10,"와 진짜 평점 같은거 안쓰는데 진짜 개꿀잼이예요, 진짜 이렇게 손에 땀쥐고 막 몰입해가지구 스토리에 막 탄식 내뱉고 내용 갑자기 혼란스러워지면 사람들끼리 수근수근 대고 너무 몰입해서 영화관이라는걸 깜빡했습니다. 진짜 강추!!",9,2
yosi****,2017.09.06. 21:52,10,웬만한 한국영화 다 봅니다만 올해 본 한국영화중 최고입니다.,9,2
ktsm****,2017.09.06. 20:49,10,연기의두신들이 벌이는 대결최고의영화다,9,2
oing****,2017.09.06. 17:18,10,이거 진ㅉ자 상 받아야된다..,9,2
sunp****,2017.09.06. 16:40,10,평론가 란좀 내립시다. 뭔 얼치기 사기꾼같은애들이 뭐라도 있는것처럼 깝치는꼴이 같잖네요,9,2
tlsw****,2017.09.06. 15:45,10,"최고의 연기, 최고의 몰입감, 기대 이상입니다.",9,2
bbq6****,2017.10.03. 19:48,1,그렇게 재밌지는 않았어요,10,3
alsw****,2017.09.09. 12:56,10,몰입강 장난이 아님 최근 한국에 개봉한 영화중에서 제일 탄탄한 스토리를 가지고있고 연기력이 엄청난 영화였다. 하나하나 장면에 의미가 있는영화여서 아직 보지 못하신 분들은 한장면도 놓치지말고 봐야 할거같습니다,10,3
dydt****,2017.09.06. 18:26,10,설경구 김남일 눈빛연기 좋네요,10,3
choi****,2017.09.06. 17:50,7,원작읽고봐서 그런지 긴장감은 덜하고 영화는 원작과 다른 결과를 보여서 좀 색다르네요김남길 태주 소름끼치는 눈빛은 잊지 못할듯합니다.병수 기억속에 민태주가 살아있다는데 씨즌2 가는건가요?,10,3
luan****,2017.09.06. 14:30,10,나도모르게 몰입하게 되는 영화,10,3
