"writer","date","comment"
"김토벤","2024.10.09","젊은시절앨리와노아간한때뜨거운사랑을나누었지만곧헤어지게되고앨리는약혼까지하게된다그
러나앨리와노아간에극적으로다시만나가정을이룬다두사람다노년에치매요양병원에서한침상에서함께죽음을맞이한다는순애보같아서눈시울을적시게한다노년의노아는치매상태앨리에게책을읽어주며기억을되살려준다"
"jh**70921","2024.10.09","제 인생 영화 중 하나가 재개봉을 해서 볼 수 있게 되어 너무 좋아요 봐도봐도 질리지가 않고 진정한 사랑에 대해서 잘 알려주는 영화에요"
"dd**0039","2024.10.09","진짜 이렇게 감동적인 영화는 있을 수 없어요 ㅠㅠㅠ 레이첼 맥아담즈 너무 예뻐요><"
"mo**02","2024.10.09","그 사랑이 끝까지 이어질지 조마조마?"
"ki**0928","2024.10.09","안 보신 분들 꼭 보세요~~보셨던 분들도 다시한번 감동을 느껴보세요~  인생영화!!"
"do**ry","2024.10.09","젊었을때나 늙었을때나 한결같은 ?"
"su**04468","2024.10.09","태어나서 이런기적같은사랑을
하다죽는것도
크나큰축복이아닐까.."
"xs**aus","2024.10.09","2019년부터 지금까지 1년에 한번씩은 컴퓨터로 관람했는데 영화관에 상영해서 너무 기뻐요."
"영화매니아0420","2024.10.09","그런대로 재미가 있어요!"
"dannyplopp","2024.10.09","굉장한 영화는 아니지만 재밌게 봤음ㅠㅠ"
"그하늘빛장미","2024.10.09","원숭이 🐵 양 🐑 거북이 🐢 쥐 🐁 사슴 🦌 돌고래 🐬 고래 🐳 토끼 🐰 강아지 🐶 소 🐄 돼지 🐖 거미 🕷 다람쥐 🐿 개구리 🐸 염소 🐐 기린 🦒 개 🐕 코끼리 🐘"
"샤바랄라","2024.10.09","마음 한켠에 영원히 기록될 사랑이야기.."
"한정 아저씨","2024.10.09","다시봐도 감동적인 영화입니다"
"데드나무","2024.10.09","나는 네 감정 건드리는 거 안 무서워 왜? 너는 금방 다시 살아나서 생떼를 부릴 테니까 우리는 매일매일 싸우겠지 그래도 기꺼이 할 거야 너를 사랑하니까"
"ce**ou","2024.10.09","오랜만에 너무 아름답고 감성적인 영화였어요.  영상도 아름답고 배우들 연가도 좋얐구요. 추천해요."
"서울액터","2024.10.09","가슴 절절한 너와 나의 잊어서는 안될 러브스토리 세월은 흘러도 사랑은 아름답고 영원해 great"
"ho**es1887","2024.10.09","컴퓨터 노트북이 아니었습니다"
"KCPE","2024.10.09","이제 겨울이 오려나 감성이"
"쨔쟌소냐","2024.10.09","이런게 사랑이라면 저는 평생 사랑하지 못할 것 같아요. 감동적이고 너무 아름답긴한데, 선정적인 장면도 있으니 예민하신 분들은 주의 하시는게 좋을 것 같아요!"
"0630ye","2024.10.09","태어나서 죽을 때까지 사랑한 작고 소중한 연인, 커다란 내 마음"
"밥과함께라면","2024.10.09","개봉 당시와 지금의 내가 보는 시선의 노아와 앨리가 많이 달라졌 있지만..그래도 최애 영화임은 틀림없네요.."
"deadman1357","2024.10.09","20년만에보는데도, 옛추억대로좋았다. 💯👍👏"
"36**nna","2024.10.09","명직이네요~
영상미 최고에 스토리와 주인공 연기력까지
너무 완벽하네요~
영화가 끝난후 감정이 북받쳐 눈물이 
저절로 흐르네요~감동적이네요~"
"예리한 하루","2024.10.09","배우들의 신선한 연기를 볼수가 있어서 넘 좋았고 약간의 풋풋헌 사랑을 봐서 좋았어용!! 풍경도 아름다웠고 소소한 웃음까지 참 많은 교훈도 얻어가는 그런 영화인거 같네여..!! 대박나시고 화이팅 하십시요~^^ 화이팅!!"
"후리스키","2024.10.09","10여년전 kbs명화극장에서 우연히 보았을땐
첫사랑의 순애보 내용에 감명 받았었는데
오늘 극장에서 보니 그때 보다 더 연로하신
부모님 생각이 많이 나서 짠하게 봤네요."
"yu**n020101","2024.10.09","너무 좋어요!!! 눈이 호강하는 영화입니당 n차 관람할 거예요 ♥?"
"영화입시생","2024.10.09","첫사랑이 자신이 마지막 사랑이란 것을 알았을 때"
"당댱","2024.10.09","레이첼맥아담스 영상화보집.."
"자유로운1","2024.10.09","안녕하세요 너무좋아요"
"yo**0907hju","2024.10.09","영화관에서 볼 수 있어서 정말 행복했습니다. 감동적인 사랑의 영화."
"mmmmmmmm","2024.10.09","좋았습니다. 오랜만에 보는 멜로 영화인데 마지막 엔딩까지 감동적이었어요."
"lalalakikiko","2024.10.09","슬프고 아름답고  그랬어요"
"ai  movie","2024.10.09","잊어버리고 있던
노트북을 다시보니
넘좋았어요
나의집은
내가사랑하는사람이
있는곳이란 말이
가슴에 와닿네요"
"al**sk91","2024.10.09","명작인 이유가 있다 아름다운 이야기"
"영회광샘","2024.10.09","아주아주오래전에보았는데다시보더감회롭다.이것이진정한러브트토리고지고지순한사랑읻"
"일마레713","2024.10.09","레이첼 맥아담스의 귀여움과 깜직함은 치사량 초과"
"둘리와 희동","2024.10.09","정말 잘 만들어진 영화다. 괴테의 시중에 only oneself love시도 생각나고 사랑은 이런것이다.란 생각을 하게끔 만드네. 많은 이들이 봤으면하는 바램이다. 인생의 마지막을 잘 그린 영화라해도 과언이 아니다"
"tk**hs32","2024.10.09","노아와 앨리의 러브스토리 너무 감동적이었습니다"
"내일뉴스","2024.10.09","왜 그때 못 봤을까~
20년 전 당시에도 고전영화 느낌의 러브스토리"
"qj**k963","2024.10.09","영화 너무괘잖아써요 현실감도있구요!"
"im**ha01","2024.10.09","ㅈㅉ넘슬프네 하 극장에서 봐서 그런지 몰입이잘되구 좋앗어요ㅠ"
"돌연석","2024.10.09","누군가를 그토록 사랑해본적이 있는가 생각해보게 되네요."
"김인호남아","2024.10.09","아 울다가 기절할뻔했다"
"ha**lis09","2024.10.09","젊은 시절의 라이언 고슬링과 레이첼 맥애덤스를 보는 것만으로도 좋다"
"ha**30303","2024.10.09","라이언고슬링 ,레이첼 맥아담스 연기좋아요.아름다운결말이네요."
"FordExplorer","2024.10.09","2004년에 학교 CA로 극장에서 처음 보고 오늘 20주년 재개봉으로 극장에서 다시 보는데 하.. 그때와 다른 감정과 느낌이지만 진짜 명작은 명작인 것 같습니다... 엔크까지 너무 완벽하네요.. 라이언 고슬링 레이첼 맥아담스 젊은 시절도 다시 봐서 좋았습니다.^^"
"ep**5053","2024.10.09","풋풋했었고 뜨거웠었고 아련했었던 모든 사랑이 영원히 적혀져 간직되어가는 노트 한 권"
"송운주","2024.10.09","예전에 본 감동이 있던 영화인데  변우석의 최애 영화이고 재개봉 소식이들려 바로 보러 갔어요  영화 상영시간내내  너무 감동이었고 특히 나의 최애 배우는 이 영화를 보며 어느 포인트에서 감명받았을까 상상하며ㅗ보니 더 몰입되고 감동 폭풍눈물  ㅠ 오늘의 느낀점은 영화는 영화관에서 보자"
"ha**6531752","2024.10.09","참 아름다운영화입니다
어른답게 성장하는 사랑이야기~
우연히 혼자보러왔다가 감동의 눈물이 납니다"
"pi**2055","2024.10.09","제가 생각한 영화와 달랐지만 넘 좋았어요. 지민이가 왜 이영화를 좋다고 했는지 알거 같아요. 여운이 길게 남네요."
"죠나단  박","2024.10.09","추억은 누구나 가지고 있지만 삶의 마지막 까지 같이  하는 것은 어려운데 영화로써 이런 스토리를 만나니 여운이 오랫동안 남았다."
"baekseungin","2024.10.09","goodm. ,강력추천합니다"
"sm**9000","2024.10.09","좋아요~~좋았어요~~~"
"jangsari","2024.10.09","시간이 걸려도 원하는 선택을 하는것이..노트에 스토리를 적어야.. 감동적이네요"
"dl**cjf47","2024.10.09","영원한 첫사랑에 대한 이야기"
"mo**ab1","2024.10.09","정말 아름다운 사랑이야기"
"조세 무리뉴","2024.10.09","라이언 고슬링과 레이첼 맥아담스의 영화 같은 로맨스"
"안개연화","2024.10.09","레이첼 라이언 둘 리즈 시절보니 너무 좋음.
영화는 더 좋고"
"아쌈누나","2024.10.09","추억의 영화!
나이가 들어가는 부부가 보면 좋을듯...
사랑이란?  30년 40년 후 내 삶은 어떨까?를 생각하게 하네요."
"mi**th00","2024.10.09","뜨겁고 겁없다가 비루하지만 뭉클하네요"
"tom   cruise","2024.10.09","첫사랑  영호ㅑ
나잇억고  애뜻한 사랑이네요.
슬퍼요^^"
"david h","2024.10.09","다시봐도 좋은 명작 로맨스"
"Culer","2024.10.09","여운이 충분한 영화였습니다...."
